Sample ID (Collaborator)	Sex	Population name	Superpopulation name	Population description	Sample ID (Illumina)	Sample ID (SGDP)
HGDP00852	female	Surui	America	Surui in Brazil	LP6005441-DNA_B12	S_Surui-2
tdj409_shugnan	male	Tajik	Central Asia and Siberia	Tajik in Tajikistan	LP6005519-DNA_C03	S_Tajik-1
tdj430_shugnan	male	Tajik	Central Asia and Siberia	Tajik in Tajikistan	LP6005519-DNA_D03	S_Tajik-2
HG03744	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03756	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03888	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03890	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03895	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03643	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03679	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03681	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03838	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03857	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03686	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03693	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03698	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03837	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03844	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04115	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03849	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04122	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03851	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04127	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03856	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03697	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04204	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03755	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04228	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03642	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03887	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03953	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03673	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03680	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03685	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03692	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03989	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03991	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03736	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03743	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03750	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04033	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04075	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04099	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04107	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04038	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03990	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03995	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04006	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03894	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03899	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04210	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04215	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03945	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04227	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03644	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03757	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03846	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03858	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03682	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03687	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03694	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03733	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03738	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03740	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03745	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03752	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03884	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03896	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03836	female	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03711	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG03992	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
HG04003	male	Tamil	South Asia	Sri Lankan Tamil in the UK	NA	NA
